,,0.366760,0.039040,0.377880,0.638840,0.032280,0.020160,,,0.060520,1.235520,0.756280,0.058440,0.987760,0.188880,,,,,0.221800,none,2.088160,0.003400,1.216880,0.646280,,,0.002440,0.707840,2.524080,0.156240,0.023680,0.543120,,,0.027800,0.023000,0.407160,0.025120,1.100560,0.371240,,,1.539040,0.410240,1.204520,0.239720,2.645760,0.392440,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.165320,0.656360,0.259120,0.222440,0.912520,none,,,0.340760,none,0.213040,0.136720,0.015200,0.110160,,,,,0.371160,,none,0.336760,0.958840,none,,,0.197400,0.313720,0.443480,0.649240,0.350160,0.183960,,,0.774240,0.100440,0.026640,0.103480,0.817320,none,,,0.578800,none,0.103520,0.112760,0.531640,0.009080,
,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.067560,0.473200,0.238440,0.218120,0.136240,,,,0.322040,,0.003240,0.077000,1.045360,none,,,,,0.040840,,,1.143040,0.410360,,,,0.565840,0.345400,1.476640,0.013720,0.085800,0.031720,,,0.656680,0.373720,0.033360,0.522680,0.317680,,,,none,,0.033120,0.786360,0.041840,none,
,,,,,,,0.349960,,,,none,,,,,,,,,,,0.800520,,,none,,,,,,,,,,,,,,,,0.129160,,,,none,,,,,
,,0.153280,0.240120,0.047680,0.595760,0.143760,,,,0.037360,,0.136840,0.376440,0.060320,,,,,,2.257880,3.056960,,0.381760,0.572360,,,,0.926760,0.925160,0.111880,0.305920,2.195720,none,,,0.104120,0.909600,0.251440,0.253040,0.334560,,,,,,0.972320,0.705880,1.327040,,
,,,,,,,none,,,,,,,,0.053600,,,,,,,1.142080,,,,,,,,,,,,,,,,,,,0.077520,,,6.019480,,,,,none,
,,0.375320,0.195640,0.223120,0.071200,0.276400,,,,0.377040,0.643200,0.591160,0.019400,0.231960,,,,,,none,3.618480,,none,none,0.081200,,,none,none,1.089520,0.012520,0.228320,,,,0.024600,0.073520,0.021080,0.035960,0.033440,,,,,3.493920,0.156640,1.692280,0.361160,,
,,,,,,,,,,,,,,,0.165120,,,,,,,0.023480,,,,,,,,,,,0.463320,,,,,,,,0.085960,,,0.104760,,,,,,
,,0.266360,0.017640,0.188520,0.111080,0.017800,none,,,1.543400,0.579880,0.254720,0.099520,0.815400,,,,,,,none,,,,none,,,,,1.347640,0.041600,none,,,,0.019200,0.063880,0.032880,0.099520,0.038160,,,,,0.009920,0.484680,none,0.621240,none,
,,,,,,,,,,,,,,,0.005880,,,,,0.119040,,none,0.679760,0.560920,,,,1.118040,none,,,,none,,,,,,,,none,,,1.679320,,,,,,
,,0.014040,none,0.161760,0.578080,0.041000,,,,1.411360,0.874720,0.100200,0.419960,0.075720,,,,,,,,,,,,,,,,2.483760,0.586520,,,,,0.047960,0.083040,0.278720,0.035640,0.021440,,,,,2.678080,0.275400,,0.748800,,
,,,,,,,0.243800,,,,,,,,0.094240,,,,,3.663800,none,,0.029640,0.396800,none,,,6.855320,,,,0.452360,,,,,,,,,,,,3.005760,,,0.853080,,1.242720,
,,0.465120,,0.214760,0.018280,0.354720,,,,none,0.760200,0.082880,0.084120,1.099640,,,,,,,,0.209800,,,,,,,2.598080,none,0.018920,,none,,,none,0.032000,1.080480,0.152680,0.335000,0.509200,,,,none,0.567160,,1.641200,,
,,,0.023480,,,,0.765640,,,,,,,,0.113400,,,,,0.175520,,,0.604720,none,,,,0.384800,,,,2.860840,,,,,,,,,,,,0.437160,,,0.036520,,none,
,,0.181880,,0.244640,0.114760,0.220880,,,,,0.093440,0.040880,0.244960,0.191520,,,,,,,none,1.208040,,,,,,,3.103960,,0.433240,,,,,,0.112320,0.022200,0.279920,0.587720,0.128200,,,,,0.059120,,none,,
,,,0.075600,,,,none,,,0.559600,,,,,0.682000,,,,,none,,,0.122800,,,,,0.330480,,1.687800,,0.063800,0.262480,,,0.442920,,,,,,,,none,1.610600,,0.236720,,,
,,0.223800,,0.035200,0.567600,0.354000,,,,,0.012800,0.012400,0.445920,0.208320,,,,,,,,0.071240,,2.135080,,,,,0.925080,,0.531600,,,,,,0.439800,0.340760,0.593720,0.311960,none,,,,,0.383920,,,,
,,,0.148320,,,,,,,1.147200,,,,,none,,,,,,none,,0.018640,,,,,1.251360,,0.020280,,1.751280,0.068880,,,0.971240,,,,,,,,,0.068800,,0.441240,0.334000,,
,,0.376600,,0.127840,1.582320,1.220960,,,,,0.072280,0.116840,0.002600,0.845440,,,,,,6.702480,,0.462320,,0.874040,,,,,none,,0.050920,,,,,,0.132840,0.163440,0.133640,0.232560,,,,3.815040,,2.776240,,,,
,,,none,,,,,,,1.530200,,,,,,,,,,,,,none,,,,,0.318760,,0.009440,,none,0.214160,,,0.021840,,,,,0.470520,,,,0.342760,,0.043520,3.026600,,
,,1.274520,,0.106800,0.393120,0.027680,,,,,0.157240,0.020520,0.066400,1.408400,none,,,,,0.016720,none,none,,0.938840,,,,,,,0.218520,,,,,,0.048600,0.867160,0.060480,0.346440,,,,0.168200,,1.299520,,,,
,,,,,,,,,,1.418400,,,,,,,,,,,,,,,,,,none,1.278640,0.160760,,,0.056120,,,5.158320,,,,,0.152880,,,,none,,0.546840,2.026400,,
,,none,0.474600,0.134320,none,0.453440,,,,,0.402480,0.098400,0.461360,0.775000,,,,,,5.809960,,,0.039040,0.389960,,,,,,,0.468760,0.750600,,,,,none,0.003040,0.195880,0.021560,,,,4.203120,,0.602160,,,,
,,,,,,,,,,0.107800,,,,,0.310040,,,,,,none,0.686360,,,,,,,0.007160,0.044720,,,0.181360,,,0.129520,,,,,0.367280,,,,,,none,none,,
,,,0.557800,0.017400,,0.106160,,,,,0.120360,0.010720,0.261360,0.481880,,,,,,1.691400,,,0.311000,1.865840,,,,0.015440,,,0.222800,0.178680,,,,,,0.375160,0.049720,0.262480,,,,0.463360,none,0.012880,,,,
,,1.219000,,,0.118840,,,,,0.304520,,,,,0.260360,,,,,,,0.582520,,,,,,,none,2.011120,,,0.362080,,,0.023720,0.125040,,,,0.039760,,,,,,,,,
,,,0.412640,0.440920,,0.014760,,,,,0.215040,0.009080,0.063760,0.134680,,,,,,4.667960,0.752400,,0.338000,1.197920,,,,1.409320,,,0.119880,0.014760,,,,,,0.152240,0.249440,0.107760,,,,3.028240,,1.910160,0.186640,0.337280,,
,,3.639360,,,0.065960,,,,,0.691760,,,,,0.043520,,,,,,,0.258120,,,,,,,,0.343080,,,0.130480,,,0.403440,0.319640,,,,0.001280,,,,0.380480,,,,,
,,,0.136160,0.009920,,0.140600,,,,,0.289040,0.009960,0.268080,none,,,,,,3.334440,0.235240,,0.079840,1.694840,,,,0.182200,none,,0.355880,2.922520,,,,,,0.202320,0.279120,0.045920,,,,2.784280,,none,0.404040,0.882200,,
,,0.304840,,,0.055600,,,,,0.090320,,,,,0.158520,,,,,,,0.290960,,,,,,,,0.053600,,,none,,,0.026160,0.006320,,,,none,,,,none,,,,,
,,,0.707440,0.029160,,0.359800,,,,,0.438280,0.221520,0.003960,,,,,,,0.030760,none,,1.485480,0.196880,,,,1.679880,,,0.203520,0.938120,,,,,,0.595160,0.504520,0.095520,,,,0.371440,,,0.023400,0.624040,,
,,1.006920,,,0.041040,,,,,0.123840,,,,0.032560,0.186360,,,,,,,0.015280,,,,,,,1.857480,2.375040,,,,,,0.011960,0.007160,,,,,,,,,0.115840,,,,
,,,0.044480,0.298680,,0.296080,,,,,0.108040,0.022000,0.156480,,,,,,,0.341720,,,0.321280,0.016480,,,,4.656960,,,none,0.129960,,,,,,0.339120,0.189360,0.297040,,,,7.164400,0.270640,,0.733160,1.093400,,
,,0.660480,,,0.619800,,,,,3.849280,,,,1.197720,0.003080,,,,,,none,0.015760,,,,,,,none,0.168800,,,,,,3.030160,0.079440,,,,,,,,,0.043800,,,,
,,,0.227160,0.068280,,0.251520,,,,,0.155360,0.314040,0.170040,,,,,,,0.393200,,,none,none,,,,5.334320,,,,0.453360,,,,,,0.055960,0.028480,0.099120,,,,none,none,,0.311000,1.849000,,
,,0.018440,,,none,,,,,0.038400,,,,0.010600,0.077320,,,,,,,1.998720,,,,,,,,none,0.126920,,,,,0.391040,none,,,,,,,,,2.539840,,,,
,,,0.644440,0.582200,,0.623640,,,,,0.496440,0.708720,0.331480,,,,,,,none,none,,,,,,,1.910480,none,,,1.551200,,,,,,0.007800,0.117600,0.233520,,,,,,,0.627040,0.328840,,
,,0.654840,,,,,,,,1.536360,,,,0.070240,0.073560,,,,,,,2.316440,0.660040,0.333480,,,,,,,0.223360,,,,,0.098280,,,,,,,,none,none,2.070760,,,,
,,,0.388160,1.274080,0.408880,1.172640,,,,,1.516560,0.730400,0.619120,,,,,,,,,,,,,,,0.858280,,0.854160,,none,,,,,0.383920,0.114440,0.009200,1.061600,,,,,,,0.289200,0.008480,,
,,2.275280,,,,,,,,0.021240,,,,0.434960,none,,,,,1.716480,0.535480,1.257760,0.758920,0.187480,,,,,none,,0.073120,,,,,0.281560,,,,,,,,,,0.039800,,,,
,,,1.045800,1.501800,0.095800,0.191240,,,,,none,0.934080,0.028280,,,,,,,,,,,,,,,1.618920,,0.201720,,,,,,,0.012600,0.196440,0.158080,0.013320,,,,,0.760680,,0.084080,0.495600,,
,,0.284640,,,,,,,,0.014720,,,,0.129040,,,,,,none,none,2.896160,0.173640,0.022840,,,,,,,0.052920,0.068560,,,,1.972920,,,,,,,,,,1.520600,,,,
,,,0.151240,0.467080,0.277320,0.010080,,,,,,1.590560,0.200960,,,,,,,,,,,,,,,3.997240,0.249720,0.136080,,,,,,,0.414320,0.333760,none,0.090120,,,,,none,,0.054600,0.014760,,
,,0.627240,,,,,,,,0.087200,0.047480,,,0.354760,,,,,,,,0.755120,none,0.198360,,,,,,,0.993840,0.717480,,,,0.071840,,,,,,,,,,0.068760,,,,
,,,0.261640,1.025400,0.132880,1.188280,,,,,,0.144720,none,,,,,,,,,,,,,,,1.650680,0.146320,0.168200,,,,,,,0.827960,0.237800,,0.019800,,,,,,,0.796920,0.203480,,
,,0.341080,,,,,,,,0.032280,1.112440,,,0.006520,,,,,,,,0.889160,,1.577200,,,,,,,0.783160,0.148960,,,,none,,,0.263120,,,,,,none,1.713160,,,,
,,,0.323640,0.077880,0.113480,0.442240,,,,,,0.075600,,,,,,,,,,,0.585600,,,,,none,0.387360,0.686280,,,,,,,2.300040,0.030920,,0.096240,,,,,,,0.216440,1.227560,,
,,0.842680,,,,,,,,0.262920,0.257600,,0.304680,0.014480,,,,,,,,none,,0.012320,,,,,,,none,0.842040,,,,,,,0.114680,,,,,,,1.030680,,,,
,,,0.006200,0.048840,0.142840,none,,,,,,0.020800,,,,,,,,,,,0.560240,,,,,,0.869000,none,,,,,,0.043360,0.050520,0.234720,,0.103960,,,,,1.423080,,0.046960,0.224880,,
,,0.012400,,,,,,,,0.596240,0.530560,,0.009000,0.349400,,,,,,,,,,0.632360,,,,none,,,,2.735440,,,,,,,0.201200,,,,,,,none,,,,
,,,0.001320,1.395440,1.283920,,,,,,,0.031800,,,,,,,,,,,1.173880,,,,,,0.428600,,0.244480,,,,,3.079880,0.495840,0.829600,,0.081920,,,,,0.833360,,none,none,,
,,0.553880,,,,1.404400,,,,0.174720,0.314560,,0.010520,3.022120,,,,,,,,,,0.021680,,,,,,6.596640,,0.525480,,,,,,,1.050960,,,,,,,,,,,
,,,0.024480,0.798680,0.023440,,,,,,,0.117160,,,,,,,,,,,none,,,,,,none,,0.612880,,,,,0.030080,0.152200,0.069000,,0.162640,,,,,0.027480,3.661520,,,,
,,0.400000,,,,0.692880,,,,0.119520,0.597400,,0.919680,0.455880,,,,,,,,,,0.419120,,,,,,2.632760,,0.193680,,,,,,,0.246440,,,,,,,,1.345040,0.852120,,
,,,0.343960,0.598840,0.158000,,,,,,,0.027040,,,,,,,,,,,,,,,,,,,0.168960,,,,,0.183800,0.697880,0.152720,,0.025400,,,,,none,none,,,,
,,0.058280,,,,0.488800,,,,none,0.077440,,0.050360,none,,,,,,,,,none,0.871720,,,,,none,1.340400,,none,,,,,,,0.080200,,,,,,,,1.095440,0.474200,,
,,,1.797240,none,0.424880,,,,,,,0.163760,,,,,,,,,,,,,,,,,,,1.273760,,,,,0.186320,0.651840,0.010760,,0.085240,,,,,,,,,,
,,none,,,,0.414920,,,,,0.271480,,0.249760,,,,,,,,,,,3.160760,,,,,,1.036640,,,,,,,,,0.009920,,,,,,0.061680,1.686360,0.075640,0.119040,,
,,,none,,0.017600,,,,,0.897280,,0.452600,,0.946480,,,,,,,,,none,,,,,,0.780120,,0.080360,0.075440,,,,0.002400,0.345480,1.055160,,0.341560,,,,,,,,,,
,,,,2.078360,,0.015600,,,,,0.088000,,0.126520,,,,,,,,,,,0.021800,,,,,,2.309840,,,,,,,,,0.088200,,,,,,0.167520,0.228200,0.354760,0.572720,,
,,1.174720,,,0.200600,,,,,0.890960,,0.197440,,0.289320,,,,,,,,,,,,,,,0.931800,,0.098720,1.125800,,,,0.847440,0.860160,0.260440,,1.263480,,,,,,,,,,
,,,0.006760,0.467640,,2.032080,,,,,none,,0.323440,,,,,,,,,,none,none,,,,,,none,,,,,,,,,0.014000,,,,,,0.544560,0.670000,0.426120,0.586040,,
,,0.914680,,,0.031280,,,,,0.124280,,0.125200,,0.764920,,,,,,,,,,,,,,,0.140600,,0.023200,0.267680,,,,0.448480,0.212120,0.785440,,none,,,,,,,,,,
,,,0.847360,1.314840,,0.261320,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,0.001160,,,,,,none,0.116120,0.308880,1.382400,,
,,0.077120,,,0.548680,,,,,0.703000,none,0.045680,,0.670920,,,,,,,,,0.385880,0.307360,,,,,0.227400,,0.023080,0.605600,,,,0.059680,none,0.505800,,,,,,,,,,,,
,,,0.106840,0.347000,,0.015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130800,0.930280,,,,,,0.529360,none,2.895760,,
,,1.452040,,,0.200640,,,,,0.465280,,0.090280,0.011880,0.180680,,,,,,,,,none,0.005920,,,,,0.081200,,0.852800,0.114480,,,,0.622000,,0.455640,,,,,,,,,,,,
,,,none,0.154520,,0.372440,,,,,0.378880,,,,,,,,,,,,,,,,,,,,,,,,,,2.177880,,0.519120,1.042920,,,,,,0.449160,,0.257600,,
,,0.490000,,,0.222480,,,,,0.074200,,2.504080,0.086560,0.011080,,,,,,,,,,0.353720,,,,,none,,none,0.016400,,,,1.645200,,0.704920,,,,,,,,,0.885880,,,
,,,,0.324400,,none,,,,,0.409080,,,,,,,,,,,,none,,,,,,,,,,,,,,0.344000,,none,0.151160,,,,,,0.897600,,0.761600,,
,,0.312080,none,,none,,,,,0.019720,,0.318560,0.132920,0.116440,,,,,,,,,,0.251440,,,,,,,,0.163480,,,,0.022680,,none,,,,,,,,,0.047360,,,
,,,,0.083360,,,,,,,0.366440,,,,,,,,,,,,,,,,,,0.063280,,0.022680,,,,,,0.122840,,,1.352960,,,,,,1.038440,,none,,
,,0.026160,,,,0.627360,,,,0.935440,,none,0.060200,0.402560,,,,,,,,,none,0.400880,,,,,,,,0.711000,,,,0.404800,,,0.067960,,,,,,,,0.095840,,,
,,,0.066960,0.416160,0.069240,,,,,,0.450160,,,,,,,,,,,,,,,,,,0.144840,,0.289240,,,,,,0.026640,0.207280,,0.006280,,,,,,0.414600,,,,
,,0.126320,,,,1.245600,,,,0.257920,,,0.261760,0.023040,,,,,,,,,,0.174080,,,,,,,,0.596920,,,,0.008680,,,0.060240,,,,,,,,0.386120,1.072520,,
,,,0.867040,0.661560,0.355440,,,,,,0.061560,0.527000,,,,,,,,,,,0.111040,,,,,,0.010760,,0.141920,,,,,,0.059160,0.184080,,0.829320,,,,,,0.216440,,,,
,,1.283000,,,,0.205040,,,,1.384800,,,0.021040,0.028160,,,,,,,,,,0.894000,,,,,,,,0.100880,,,,0.156520,,,0.072240,,,,,,,,0.391040,0.081600,,
,,,0.128360,1.432360,1.725520,,,,,,0.271960,0.466880,,,,,,,,,,,0.347800,,,,,,0.011120,,0.414440,,,,,,0.370280,0.513120,,0.520680,,,,,,1.765080,,,,
,,1.258560,,,,0.051720,,,,0.348200,,,0.016920,0.031760,,,,,,,,,,1.028640,,,,,,,,0.489920,,,,0.743880,,,0.019280,,,,,,,,0.137960,0.103680,,
,,,0.028760,0.634840,0.467920,,,,,,none,0.659280,,,,,,,,,,,5.250120,,,,,,0.383200,,0.045760,,,,,,none,0.475880,,0.240320,,,,,,1.324080,,,,
,,0.185400,,,,0.066080,,,,1.354680,,,0.008120,1.025880,,,,,,,,,,1.725040,,,,,,,,0.714400,,,,0.016080,,,0.013720,,,,,,,,0.769160,1.975760,,
,,,0.850880,0.822440,0.122640,,,,,,,0.079280,,,,,,,,,,,none,,,,,,0.533200,,0.006160,,,,,,,0.647440,,0.176920,,,,,,0.038440,,,,
,,0.021480,,,,0.876720,,,,2.624480,0.807680,,0.010640,0.054640,,,,,,,,,,4.192280,,,,,,,,0.004800,,,,0.432640,none,,0.638040,,,,,,,,none,1.383520,,
,,,none,0.172000,0.209280,,,,,,,0.007240,,,,,,,,,,,,,,,,,0.044360,,0.753680,,,,,,,0.194560,,0.027520,,,,,,0.769840,,,,
,,0.029520,,,,0.114240,,,,3.146480,0.117920,,0.157440,1.183040,,,,,,,,,0.017160,none,,,,,,,,2.907520,,,,0.148000,,,0.021080,,,,,,,,,3.825240,,
,,,,0.212320,0.284440,,,,,,,0.393920,,,,,,,,,,,,,,,,,0.470480,,0.529600,,,,,,0.020320,0.281720,,0.018840,,,,,,0.811720,1.426680,,,
,,0.092400,0.170520,,,1.990240,,,,0.930000,0.015440,,0.051080,0.234520,,,,,,,,,0.736160,,,,,,,,,none,,,,0.299840,,,0.014880,,,,,,,,,none,,
,,,,0.312600,0.002000,,,,,,,0.387560,,,,,,,,,,,,1.674160,,,,,0.111080,,0.188680,,,,,,0.119160,0.017520,,0.403120,,,,,,1.064200,none,,,
,,0.127520,none,,,0.003800,,,,0.932600,none,,0.057720,0.250440,,,,,,,,,0.255120,,,,,,,,,,,,,0.744120,,,0.197800,,,,,,,,,,,
,,,,1.674120,0.047120,,,,,,,0.120280,,,,,,,,,,,,0.658520,,,,,0.081200,,none,2.393840,,,,,0.177560,0.085840,,0.030360,,,,,,0.534480,,0.001520,,
,,1.644480,,,,0.248920,,,,1.414920,,,0.239560,1.296040,,,,,,,,,0.109760,,,,,,,,,,,,,0.561440,,,0.035320,,,,,,,,none,,,
,,,none,0.321000,0.010720,,,,,,none,0.760800,,,,,,,,,,,,none,,,,,none,,,3.879880,,,,,0.294800,0.090040,,0.058240,,,,,,0.099160,,0.028920,,
,,1.222280,,,,0.191480,,,,0.241720,,,0.011160,0.073200,,,,,,,,,0.300080,,,,,,,,0.267120,,,,,2.927360,,,0.022960,,,,,,,,,,,
,,,,none,0.397720,,,,,,,1.310320,,,,,,,,,,,,,,,,,,,,1.535920,,,,,0.331280,2.207120,,0.128440,,,,,,1.289120,0.595640,0.027960,,
,,0.003120,0.723360,,,1.138680,,,,0.082440,1.033600,,0.039560,1.408720,,,,,,,,,none,0.105760,,,,,,,1.147880,,,,,0.043000,,,0.054760,,,,,,,,,,,
,,,,,0.198720,,,,,,,0.065920,,,,,,,,,,,,,,,,,,,,none,,,,,0.325760,2.281800,,0.129160,,,,,,2.700160,0.221080,0.359000,,
,,1.942480,0.034240,0.870200,,0.328400,,,,0.909440,0.114520,,0.060000,0.040520,,,,,,,,,,1.024480,,,,,,,0.430320,,,,,0.118040,,,0.008440,,,,,,,,,,,
,,,,,0.025880,,,,,,,2.230520,,,,,,,,,,,0.903400,,,,,,,,,,,,,,0.062880,0.107000,,0.182560,,,,,,none,none,0.458600,,
,,0.030920,0.173200,0.393920,,0.100640,,,,0.253200,0.055680,,0.117320,0.131720,,,,,,,,,,5.019600,,,,,,,0.138880,1.086000,,,,0.233760,,,0.088560,,,,,,,,,,,
,,,,,0.046800,,,,,,,0.030360,,,,,,,,,,,none,,,,,,,,,,,,,,0.652840,0.094360,,0.019240,,,,,,,,1.420920,,
